FIPS,wkt_geom
29099,"38.00176,-90.59334 38.00216,-90.59977 38.00259,-90.60269 38.00562,-90.61851 38.00740,-90.62146 38.00964,-90.62441 38.20798,-90.78266 38.46362,-90.73952 38.50081,-90.59314 38.50186,-90.57728 38.50189,-90.57316 38.50233,-90.46555 38.50047,-90.41261 38.50003,-90.40966 38.45337,-90.34326 38.44887,-90.33851 38.12399,-90.25349 38.11990,-90.25404 38.11488,-90.26100 38.11213,-90.26507 38.09383,-90.29237 38.09198,-90.29702 38.04538,-90.41515 38.03842,-90.43610 38.02488,-90.48618 38.00984,-90.55081 38.00277,-90.58167 38.00176,-90.59334"
29101,"38.55590,-93.51564 38.56611,-94.06940 38.56776,-94.12254 38.65414,-94.13036 38.83083,-94.12563 38.91317,-94.12020 38.93509,-93.84030 38.92825,-93.50421 38.89612,-93.50185 38.63684,-93.50947 38.55590,-93.51564"
29103,"39.95158,-91.96043 39.95198,-92.28872 39.95340,-92.34699 40.04040,-92.35104 40.30214,-92.35123 40.30339,-92.01476 40.30322,-91.95445 40.21714,-91.94909 39.95158,-91.96043"
29105,"37.47781,-92.25208 37.48387,-92.69038 37.48761,-92.85478 37.72596,-92.86326 37.89342,-92.85921 37.89447,-92.85401 37.89459,-92.84993 37.89486,-92.78984 37.89265,-92.68471 37.89132,-92.63097 37.89067,-92.62103 37.86146,-92.40808 37.64884,-92.24912 37.60711,-92.24932 37.47781,-92.25208"
29107,"38.90553,-93.84209 38.91317,-94.12020 39.14262,-94.11224 39.18817,-94.04620 39.20395,-93.99905 39.20501,-93.99495 39.28444,-93.48821 38.94102,-93.50195 38.92825,-93.50421 38.90553,-93.84209"
29109,"36.92302,-93.62443 36.93023,-94.06683 37.05285,-94.06509 37.28824,-94.05753 37.28147,-93.61245 37.09843,-93.61738 36.92302,-93.62443"
29111,"39.94607,-91.44724 39.94965,-91.84815 39.95158,-91.96043 40.21749,-91.95452 40.25834,-91.95291 40.25138,-91.49893 39.94607,-91.44724"
29113,"38.87141,-90.96161 38.87447,-91.11654 38.93318,-91.20067 38.99614,-91.26904 39.14354,-91.26492 39.22668,-91.18676 39.22567,-90.73117 39.21484,-90.72564 39.20130,-90.72007 39.19588,-90.71819 39.10501,-90.69236 39.10275,-90.69173 39.09370,-90.69040 38.93616,-90.66889 38.90908,-90.70453 38.87941,-90.81339 38.87141,-90.96161"
29115,"39.69944,-92.85851 39.70452,-93.37386 40.03132,-93.37048 40.03617,-92.85384 39.69944,-92.85851"
29117,"39.61057,-93.76562 39.78204,-93.76740 39.95583,-93.76813 39.96376,-93.36863 39.70398,-93.27271 39.62971,-93.26823 39.62244,-93.26845 39.62054,-93.27133 39.61737,-93.28611 39.61057,-93.76562"
29119,"36.49228,-94.61530 36.49595,-94.61602 36.51422,-94.61809 36.53462,-94.62039 36.61974,-94.62171 36.76354,-94.62154 36.74925,-94.07478 36.49234,-94.08092 36.49228,-94.61530"
29121,"39.60884,-92.30054 39.60916,-92.70316 39.69944,-92.85851 40.03617,-92.85384 40.04040,-92.35104 40.03916,-92.34559 39.95198,-92.28872 39.60884,-92.30054"
29123,"37.31184,-90.14980 37.31188,-90.22213 37.31216,-90.55544 37.59641,-90.55425 37.64278,-90.53922 37.64320,-90.15212 37.59924,-90.14941 37.52311,-90.14584 37.31184,-90.14980"
29125,"38.01111,-91.97456 38.01177,-92.03068 38.01704,-92.18806 38.16506,-92.19932 38.28847,-92.19564 38.29160,-91.86729 38.28968,-91.65141 38.15708,-91.63816 38.05187,-91.63979 38.01111,-91.97456"
29127,"39.65944,-91.72276 39.66118,-91.85072 39.94965,-91.84815 39.94607,-91.44724 39.94208,-91.44113 39.93671,-91.43619 39.93358,-91.43370 39.69089,-91.31898 39.68863,-91.31833 39.68592,-91.31767 39.65944,-91.72276"
29129,"40.26303,-93.77019 40.46635,-93.78479 40.57845,-93.78608 40.58081,-93.56269 40.58048,-93.37006 40.47258,-93.36601 40.26311,-93.37398 40.26303,-93.77019"
29131,"38.01704,-92.18806 38.02071,-92.40443 38.02481,-92.51623 38.04969,-92.55526 38.06369,-92.57572 38.22057,-92.70068 38.34501,-92.69377 38.42961,-92.63104 38.42974,-92.62576 38.42572,-92.49570 38.42157,-92.40385 38.33426,-92.19556 38.16407,-92.18230 38.01704,-92.18806"
29133,"36.56839,-89.25308 36.56933,-89.27198 36.57525,-89.28342 36.62885,-89.34232 36.84842,-89.52588 36.87063,-89.52761 36.87880,-89.52589 36.90464,-89.50518 36.93456,-89.47179 37.08538,-89.30329 37.08764,-89.30040 37.08900,-89.29694 37.08990,-89.29404 37.09124,-89.28423 37.09079,-89.28078 37.08895,-89.26694 37.08713,-89.26405 36.98565,-89.11862 36.97746,-89.10714 36.97473,-89.10543 36.96973,-89.10430 36.95160,-89.10440 36.77981,-89.12025 36.77301,-89.12200 36.65979,-89.16961 36.58642,-89.20660 36.58189,-89.21006 36.57288,-89.23186 36.56927,-89.24162 36.56839,-89.25308"
29135,"38.42572,-92.49570 38.42974,-92.62576 38.59861,-92.84389 38.68708,-92.84263 38.91898,-92.50002 38.81446,-92.39528 38.81178,-92.39340 38.80546,-92.39197 38.80048,-92.39177 38.79322,-92.39207 38.73601,-92.39512 38.57388,-92.44406 38.42572,-92.49570"
29137,"39.34021,-91.72367 39.34732,-92.31422 39.60884,-92.30054 39.66349,-92.18670 39.66118,-91.85072 39.65944,-91.72276 39.60425,-91.71509 39.34021,-91.72367"
29139,"38.67873,-91.56734 38.68281,-91.59399 38.70355,-91.65356 39.06278,-91.64346 39.14856,-91.63828 39.14762,-91.41752 39.14354,-91.26492 38.99614,-91.26904 38.84374,-91.27539 38.71369,-91.42323 38.68078,-91.55267 38.67933,-91.55852 38.67883,-91.56145 38.67873,-91.56734"
29141,"38.18414,-93.00491 38.18451,-93.00785 38.18707,-93.01383 38.19193,-93.01817 38.26675,-93.08157 38.53369,-93.07286 38.69629,-93.06488 38.68708,-92.84263 38.42974,-92.62576 38.34646,-92.63747 38.22057,-92.70068 38.19357,-92.76160 38.18414,-93.00491"
29143,"36.35730,-89.53085 36.38908,-89.95952 36.39038,-89.97324 36.39173,-89.97611 36.61581,-89.96320 36.62852,-89.96041 36.86093,-89.71223 36.86185,-89.70361 36.87150,-89.60411 36.87063,-89.52761 36.84978,-89.50920 36.83210,-89.49368 36.70099,-89.38005 36.66423,-89.35085 36.65107,-89.34171 36.62885,-89.34232 36.48721,-89.42274 36.47950,-89.42847 36.35730,-89.53085"
29145,"36.74925,-94.07478 36.76354,-94.62154 36.99674,-94.62133 37.06009,-94.62044 37.05285,-94.06509 36.93023,-94.06683 36.74925,-94.07478"
29147,"40.12970,-94.61965 40.13419,-95.05971 40.14551,-95.07083 40.26702,-95.18774 40.47787,-95.21669 40.58190,-95.21717 40.57576,-94.63963 40.47352,-94.61834 40.39037,-94.60814 40.12970,-94.61965"
29149,"36.49357,-91.13351 36.49507,-91.45756 36.49652,-91.68888 36.60946,-91.68930 36.78967,-91.68134 36.88607,-91.66747 36.88181,-91.22945 36.82076,-91.11938 36.49357,-91.13351"
29151,"38.28655,-91.87065 38.28847,-92.19564 38.34150,-92.19642 38.35514,-92.19457 38.36015,-92.19358 38.46267,-92.17089 38.46542,-92.16923 38.46772,-92.16755 38.67208,-91.86193 38.67397,-91.85845 38.67538,-91.85555 38.67635,-91.85204 38.70607,-91.74094 38.70660,-91.73682 38.70728,-91.72446 38.70769,-91.70146 38.70741,-91.69202 38.70665,-91.68374 38.70474,-91.66304 38.70355,-91.65356 38.28968,-91.65141 38.28655,-91.87065"
29153,"36.49580,-92.15147 36.49669,-92.77625 36.80625,-92.77195 36.79733,-92.11671 36.49632,-92.12801 36.49580,-92.15147"
29155,"35.99685,-89.96226 36.38997,-89.96467 36.42963,-89.74075 36.43055,-89.73503 36.43056,-89.72531 36.42877,-89.71329 36.42698,-89.70186 36.40896,-89.60690 36.40307,-89.59432 36.35730,-89.53085 36.13705,-89.58659 36.12979,-89.58942 36.02579,-89.68884 36.01580,-89.69905 35.99988,-89.72176 35.99685,-89.96226"
29157,"37.57059,-89.55516 37.59924,-90.14941 37.64320,-90.15212 37.81930,-90.00744 37.87804,-89.93787 37.90549,-89.86105 37.90595,-89.85813 37.90551,-89.85463 37.90506,-89.85172 37.90417,-89.84879 37.89561,-89.82951 37.86222,-89.76465 37.86042,-89.76115 37.84280,-89.73136 37.84099,-89.72845 37.69707,-89.52385 37.69480,-89.52152 37.68982,-89.51803 37.68528,-89.51512 37.67984,-89.51337 37.61593,-89.51336 37.57241,-89.52497 37.57151,-89.52903 37.57059,-89.55516"
29159,"38.50859,-93.27585 38.51331,-93.51389 38.55590,-93.51564 38.63797,-93.51661 38.92825,-93.50421 38.94102,-93.50195 38.93059,-93.05564 38.69629,-93.06488 38.53369,-93.07286 38.50859,-93.27585"
29161,"37.59882,-91.82019 37.60413,-92.03129 38.01177,-92.03068 38.04181,-91.95864 38.15708,-91.63816 38.15734,-91.54275 38.15481,-91.53156 37.78708,-91.53543 37.59882,-91.82019"
29163,"39.14317,-91.19312 39.14354,-91.26492 39.14762,-91.41752 39.45698,-91.46565 39.60092,-91.20387 39.53116,-91.09605 39.35045,-90.85049 39.29681,-90.77934 39.26939,-90.75568 39.25231,-90.74113 39.24781,-90.73808 39.24466,-90.73624 39.23518,-90.73133 39.22567,-90.73117 39.14317,-91.19312"
29165,"39.15449,-94.62904 39.17034,-94.72731 39.17411,-94.74659 39.17682,-94.75467 39.18560,-94.77408 39.19018,-94.78318 39.20380,-94.80811 39.21253,-94.82169 39.46294,-95.04027 39.52307,-95.09051 39.52781,-95.09427 39.53287,-95.09705 39.53424,-94.61444 39.45269,-94.61046 39.15728,-94.61238 39.15495,-94.62146 39.15449,-94.62904"
29167,"37.41720,-93.18266 37.42386,-93.62845 37.74382,-93.63931 37.82602,-93.63692 37.82421,-93.58259 37.79705,-93.19637 37.72738,-93.17542 37.41720,-93.18266"
29169,"37.60413,-92.03129 37.60711,-92.24932 37.71267,-92.40981 37.86146,-92.40808 38.02071,-92.40443 38.01704,-92.18806 38.01177,-92.03068 37.77798,-92.02267 37.60413,-92.03129"
29171,"40.33996,-92.86147 40.37940,-93.35553 40.38936,-93.37117 40.47408,-93.37637 40.58048,-93.37006 40.58434,-93.10073 40.58965,-92.71762 40.56750,-92.69604 40.56348,-92.69344 40.51431,-92.68215 40.40608,-92.67310 40.34122,-92.69013 40.33996,-92.86147"
29173,"39.32130,-91.44412 39.32724,-91.71317 39.34021,-91.72367 39.65944,-91.72276 39.68621,-91.72179 39.68592,-91.31767 39.68329,-91.31161 39.68152,-91.30859 39.67753,-91.30191 39.65039,-91.26538 39.61520,-91.22033 39.60540,-91.20815 39.60092,-91.20387 39.32130,-91.44412"
29175,"39.24931,-92.31696 39.25026,-92.43290 39.32451,-92.71378 39.60916,-92.70316 39.60884,-92.30054 39.24931,-92.31696"
29177,"39.13615,-94.07858 39.13628,-94.08749 39.13701,-94.09229 39.14262,-94.11224 39.18476,-94.18683 39.20628,-94.21794 39.45538,-94.21930 39.52671,-94.21739 39.52753,-93.76549 39.20619,-93.76798 39.14584,-93.97466 39.14468,-93.98171 39.13638,-94.07265 39.13615,-94.07858"
29179,"37.05238,-90.78819 37.05709,-90.97166 37.09996,-91.02444 37.20187,-91.13689 37.50578,-91.31882 37.59189,-91.32094 37.60435,-91.00577 37.60197,-90.77798 37.36924,-90.75082 37.27185,-90.74283 37.22925,-90.74096 37.16666,-90.74339 37.05238,-90.78819"
29181,"36.49357,-91.13351 36.82076,-91.11938 36.81974,-90.98770 36.81240,-90.66566 36.81091,-90.63172 36.68153,-90.59763 36.59325,-90.58087 36.49983,-90.58067 36.49661,-90.81245 36.49357,-91.13351"
29183,"38.53947,-90.93439 38.53984,-90.94145 38.54151,-90.95384 38.54280,-90.95975 38.54454,-90.96568 38.54632,-90.96865 38.88727,-90.96193 38.89272,-90.96144 38.89547,-90.95854 38.92371,-90.78225 38.93102,-90.73210 38.96434,-90.44742 38.96487,-90.43796 38.96320,-90.41840 38.96233,-90.41307 38.96013,-90.40417 38.92119,-90.26292 38.91986,-90.25877 38.91451,-90.24393 38.86023,-90.14351 38.85303,-90.13281 38.84356,-90.12446 38.83047,-90.11312 38.82594,-90.11250 38.81868,-90.11361 38.81641,-90.11418 38.80960,-90.11649 38.80279,-90.11879 38.57739,-90.78384 38.54063,-90.91205 38.54010,-90.91910 38.53947,-90.93439"
29185,"37.82421,-93.58259 37.82602,-93.63692 37.83267,-93.82452 37.89577,-94.07285 38.03585,-94.06458 38.21280,-94.05270 38.22025,-93.56941 38.22003,-93.56236 38.21060,-93.53194 38.20855,-93.52538 38.18644,-93.50777 38.07206,-93.50973 37.91425,-93.52159 37.82421,-93.58259"
29186,"37.67239,-90.11633 37.67600,-90.20300 37.88002,-90.46325 38.04538,-90.41515 38.09993,-90.32928 38.12399,-90.25349 37.96363,-89.95823 37.96137,-89.95705 37.87804,-89.93787 37.67239,-90.11633"
29187,"37.64175,-90.65370 38.08022,-90.63894 38.08115,-90.63602 38.08164,-90.63253 38.07951,-90.61787 38.04538,-90.41515 37.98619,-90.32507 37.67239,-90.11633 37.64320,-90.15212 37.64175,-90.65370"
29189,"38.39085,-90.33961 38.44331,-90.68453 38.46362,-90.73952 38.63452,-90.73771 38.67814,-90.68009 38.82790,-90.44919 38.88540,-90.33112 38.88771,-90.32465 38.88956,-90.31816 38.89051,-90.31226 38.89054,-90.30812 38.88879,-90.29865 38.88790,-90.29568 38.88523,-90.28796 38.82265,-90.13491 38.81815,-90.12896 38.81590,-90.12658 38.81319,-90.12479 38.81092,-90.12359 38.80866,-90.12298 38.80187,-90.12233 38.79642,-90.12405 38.44601,-90.29147 38.42736,-90.30184 38.42144,-90.30589 38.41916,-90.30762 38.41642,-90.31053 38.39085,-90.33961"
29195,"38.93059,-93.05564 38.94102,-93.50195 39.28444,-93.48821 39.28591,-93.48473 39.40646,-93.19403 39.40747,-93.19051 39.40741,-93.17740 39.40704,-93.17440 39.40622,-93.17138 39.37919,-93.10271 39.31246,-92.97681 39.30766,-92.97004 39.22897,-92.86227 39.22674,-92.86098 39.21818,-92.85880 39.21315,-92.86034 39.20720,-92.86245 39.08105,-92.91473 39.07873,-92.91640 39.07409,-92.92033 38.93059,-93.05564"
29197,"40.34122,-92.69013 40.43780,-92.71077 40.57636,-92.72247 40.58549,-92.72046 40.58965,-92.71762 40.59955,-92.36133 40.34559,-92.35599 40.34122,-92.69013"
29199,"40.30214,-92.35123 40.34559,-92.35599 40.59955,-92.36133 40.60824,-91.94620 40.30322,-91.95445 40.30214,-92.35123"
29201,"36.86185,-89.70361 37.06935,-89.77972 37.07162,-89.78030 37.08158,-89.78207 37.09065,-89.78268 37.09745,-89.78271 37.11559,-89.78105 37.12784,-89.77821 37.13011,-89.77706 37.14647,-89.75980 37.19556,-89.69065 37.21420,-89.65314 37.22602,-89.62715 37.23557,-89.59306 37.25600,-89.48959 37.25600,-89.47803 37.25555,-89.47224 37.25373,-89.46531 37.01286,-89.31155 37.01059,-89.31097 36.87925,-89.50690 36.87063,-89.52761 36.86379,-89.60468 36.86185,-89.70361"
29203,"36.88181,-91.22945 36.88607,-91.66747 37.04889,-91.66699 37.24259,-91.66338 37.42185,-91.65469 37.41287,-91.22325 37.41117,-91.18265 37.14074,-91.02701 37.09996,-91.02444 36.88181,-91.22945"
29205,"39.60808,-92.19061 39.60884,-92.30054 39.95198,-92.28872 39.95158,-91.96043 39.94965,-91.84815 39.66118,-91.85072 39.60808,-92.19061"
29207,"36.62605,-89.71214 36.62989,-90.15536 36.87325,-90.25759 36.92445,-90.26271 37.04887,-90.15212 37.13136,-89.96062 37.13168,-89.86942 37.13011,-89.77706 36.93168,-89.70034 36.92760,-89.69917 36.88271,-89.70021 36.77706,-89.70509 36.62605,-89.71214"
29209,"36.49554,-93.59584 36.82315,-93.62526 36.92302,-93.62443 36.99162,-93.62244 36.98621,-93.34653 36.81618,-93.31364 36.49582,-93.32662 36.49554,-93.59584"
29211,"40.03132,-93.37048 40.26311,-93.37398 40.38936,-93.37117 40.38087,-92.85857 40.03617,-92.85384 40.03132,-93.37048"
29213,"36.49537,-93.29796 36.49582,-93.32662 36.81618,-93.31364 36.81137,-92.91422 36.80625,-92.77195 36.49669,-92.77625 36.49646,-92.85011 36.49537,-93.29796"
29215,"37.04889,-91.66699 37.06175,-92.25983 37.25729,-92.25723 37.60711,-92.24932 37.60413,-92.03129 37.59882,-91.82019 37.59533,-91.76431 37.42185,-91.65469 37.24362,-91.65646 37.04889,-91.66699"
29217,"37.64272,-94.08051 37.65033,-94.61876 37.67982,-94.61906 38.05575,-94.61710 38.05746,-94.16540 38.05628,-94.13665 38.05014,-94.10701 38.03585,-94.06458 37.74964,-94.07314 37.64272,-94.08051"
29219,"38.54632,-90.96865 38.61173,-91.20497 38.71369,-91.42323 38.84840,-91.41851 38.99614,-91.26904 38.99304,-91.19910 38.87141,-90.96161 38.54632,-90.96865"
29221,"37.73508,-90.91647 37.73948,-91.11037 38.20423,-91.10239 38.20947,-90.85532 38.20798,-90.78266 38.10091,-90.65622 38.09822,-90.65325 38.08022,-90.63894 37.73516,-90.64993 37.73508,-90.91647"
29223,"36.92445,-90.26271 36.92562,-90.68066 36.92680,-90.69795 37.05238,-90.78819 37.14084,-90.78394 37.27185,-90.74283 37.31216,-90.55544 37.31188,-90.22213 37.08670,-90.11495 37.04862,-90.11464 36.99073,-90.17120 36.93690,-90.22772 36.92683,-90.24489 36.92445,-90.26271"
29225,"37.06889,-92.68824 37.07212,-92.90248 37.09123,-93.07366 37.26989,-93.07683 37.48914,-93.07191 37.48761,-92.85478 37.48387,-92.69038 37.26322,-92.68151 37.06889,-92.68824"
29227,"40.38673,-94.22291 40.39045,-94.61721 40.47448,-94.63959 40.57576,-94.63963 40.57421,-94.48499 40.57097,-94.23816 40.47128,-94.22064 40.38673,-94.22291"
29229,"37.06175,-92.25983 37.06889,-92.68824 37.26462,-92.69720 37.48387,-92.69038 37.47781,-92.25208 37.25520,-92.24906 37.06175,-92.25983"
29510,"38.53277,-90.26123 38.57368,-90.31287 38.57594,-90.31465 38.58001,-90.31647 38.59132,-90.31953 38.59403,-90.32015 38.65757,-90.30791 38.65984,-90.30734 38.67029,-90.30274 38.67302,-90.30100 38.72276,-90.24847 38.73006,-90.23969 38.73280,-90.23618 38.77238,-90.18357 38.76907,-90.16606 38.62616,-90.17973 38.61890,-90.18085 38.61663,-90.18141 38.61300,-90.18256 38.61028,-90.18371 38.60800,-90.18546 38.60527,-90.18778 38.53277,-90.26123"
30001,"44.35373,-112.84344 44.43781,-113.01117 44.85132,-113.44469 44.86113,-113.45319 44.88445,-113.47130 45.32161,-113.73818 45.61357,-113.90239 45.65521,-113.92262 45.66488,-113.92543 45.67129,-113.92579 45.74385,-113.89699 45.75013,-113.89147 45.76414,-113.86405 45.93803,-113.52328 45.93921,-113.51537 45.93949,-113.50881 45.93892,-113.50426 45.87794,-113.11433 45.87429,-113.09884 45.87275,-113.09304 45.77732,-112.81056 45.75469,-112.77476 44.70224,-111.47462 44.66683,-111.45824 44.65856,-111.45699 44.54250,-111.45688 44.53800,-111.45853 44.53674,-111.46120 44.52878,-111.48945 44.35549,-112.82670 44.35373,-112.84344"
30003,"44.99519,-106.68450 45.00016,-108.25857 45.22030,-108.70345 45.33003,-108.70467 45.33646,-108.70383 45.42640,-108.68285 45.43519,-108.68022 45.44130,-108.67545 45.45031,-108.66633 45.46849,-108.64353 45.89588,-108.05032 46.03933,-107.67677 46.04000,-107.51287 46.04008,-107.41977 45.95805,-107.17654 45.87407,-106.94168 45.83264,-106.88888 45.68129,-106.72910 45.17842,-106.25831 44.99618,-106.25864 44.99519,-106.68450"
30005,"47.72871,-109.43779 47.72934,-109.46882 47.73197,-109.48386 47.74527,-109.54359 48.21769,-109.55701 48.28555,-109.55810 48.91742,-109.51008 49.00135,-109.49601 49.00123,-108.97616 49.00055,-108.24775 48.91534,-108.24896 48.74144,-108.26276 47.98122,-108.44389 47.73961,-108.89796 47.73736,-108.93549 47.72871,-109.43779"
30007,"45.84181,-111.65893 46.05043,-111.78497 46.56405,-111.79498 46.77899,-111.60820 46.78063,-111.60118 46.78127,-111.59842 46.78201,-111.59526 46.77930,-111.58280 46.75678,-111.50197 46.74406,-111.46531 46.73942,-111.45747 46.40850,-111.05663 46.40453,-111.05357 46.39901,-111.05363 46.20403,-111.05788 46.18953,-111.06291 45.92359,-111.50170 45.84762,-111.63731 45.84351,-111.65263 45.84181,-111.65893"
30009,"44.99764,-108.62457 44.99958,-109.79865 45.17313,-109.79488 45.37482,-109.54786 45.38898,-109.52628 45.41644,-109.48174 45.58120,-109.13356 45.60892,-108.96750 45.63348,-108.79456 45.63421,-108.78679 45.21428,-108.11994 45.20872,-108.12218 45.18736,-108.13318 45.13479,-108.16293 45.10255,-108.18552 45.00764,-108.25323 45.00016,-108.25857 44.99764,-108.62457"
30011,"44.99735,-104.05935 45.00109,-105.04126 45.35007,-105.03696 45.78653,-104.99741 46.13750,-104.94035 46.13787,-104.88654 46.13559,-104.53085 45.96993,-104.14008 45.88305,-104.04903 45.21289,-104.04336 44.99782,-104.04258 44.99735,-104.05935"
30013,"46.81787,-110.65795 46.90928,-111.79652 47.19724,-112.04437 47.51823,-112.04953 47.52213,-112.04955 47.60478,-111.92336 47.69477,-111.67147 47.69868,-111.40816 47.70084,-110.98575 47.44529,-110.64093 47.41997,-110.64037 46.92166,-110.64253 46.83737,-110.64465 46.81787,-110.65795"
30015,"47.41808,-110.15398 47.41997,-110.64037 47.44588,-110.76178 47.69595,-111.41884 47.97934,-111.42014 47.98165,-111.42015 48.12724,-111.41991 48.30215,-110.62797 48.30527,-109.84452 48.13250,-109.53953 47.74527,-109.54359 47.74338,-109.54477 47.54630,-109.85373 47.53728,-109.87106 47.53069,-109.88523 47.50275,-109.94581 47.43636,-110.10540 47.41808,-110.15398"
30017,"45.78566,-105.31400 45.79436,-106.19694 46.13260,-106.19962 46.83341,-106.12293 46.86557,-106.09145 46.86278,-105.83654 46.83431,-105.61952 46.61392,-104.73564 46.48143,-104.73548 45.78738,-104.94194 45.78653,-104.99741 45.78566,-105.31400"
30019,"48.56712,-104.97870 48.57115,-106.02506 48.83021,-106.15910 48.91391,-106.15849 49.00009,-106.11819 49.00420,-105.05532 48.91603,-105.03401 48.66041,-104.97875 48.56712,-104.97870"
30021,"46.85445,-104.49089 46.86104,-105.03829 46.92305,-105.20065 46.97836,-105.32596 47.18187,-105.41209 47.52293,-105.41278 47.79070,-105.36947 47.78960,-105.24226 47.61671,-104.59329 47.53054,-104.51744 47.24103,-104.34632 47.21671,-104.33619 47.13637,-104.31712 47.03856,-104.31532 46.99903,-104.33574 46.96133,-104.35615 46.91440,-104.40104 46.89875,-104.41688 46.85445,-104.49089"
30023,"45.74500,-113.37212 45.75067,-113.37900 45.79250,-113.41984 45.91131,-113.48150 45.93538,-113.49135 45.96785,-113.47195 46.21766,-113.28703 46.26489,-113.02776 46.26421,-112.55989 46.26049,-112.55817 46.17491,-112.57705 45.92172,-112.92061 45.89592,-112.96146 45.88810,-112.97567 45.86684,-113.01556 45.74748,-113.36220 45.74500,-113.37212"
30025,"45.88299,-104.13793 46.13787,-104.88654 46.31266,-104.91192 46.48360,-104.90900 46.65610,-104.73611 46.68792,-104.60611 46.68814,-104.42745 46.64294,-104.04695 46.54253,-104.04622 45.94300,-104.04842 45.88305,-104.04903 45.88299,-104.13793"
30027,"46.69724,-109.75905 46.80487,-109.83290 47.36619,-110.21206 47.41903,-110.21508 47.71461,-109.84129 47.75060,-109.59457 47.79815,-109.26295 47.80936,-108.99692 47.80789,-108.98669 47.79726,-108.94881 47.58399,-108.31339 47.53157,-108.31126 47.31213,-108.32354 46.75136,-108.63481 46.69759,-109.38917 46.69724,-109.75905"
30029,"47.59644,-113.15117 47.59764,-113.47272 47.60033,-113.63640 47.78112,-114.60647 47.86497,-114.98615 48.00164,-115.00823 48.13315,-115.01907 48.21753,-115.01920 48.64809,-114.88862 48.99600,-114.72833 48.99548,-114.41437 48.99489,-114.06720 48.83186,-113.80300 48.81554,-113.77714 48.11689,-112.99428 48.00851,-112.89960 47.97304,-112.88496 47.97076,-112.88579 47.60903,-113.14035 47.59644,-113.15117"
30031,"44.47235,-111.05110 44.48311,-111.08695 44.49266,-111.11334 44.49705,-111.12196 44.57468,-111.21819 44.74020,-111.36646 44.74503,-111.37047 45.77793,-111.78908 45.79664,-111.79016 46.18238,-111.34532 46.18862,-111.16819 46.18953,-111.06291 46.18784,-110.78948 46.13274,-110.78975 45.77829,-110.79479 45.58482,-110.80378 44.47235,-111.05110"
30033,"46.84742,-107.89330 46.85163,-107.90683 46.85689,-107.91577 46.87770,-107.94292 46.88452,-107.94532 47.24456,-107.97040 47.32322,-107.96983 47.32783,-107.96944 47.34730,-107.96393 47.44930,-107.92056 47.45682,-107.91497 47.52551,-107.86141 47.63161,-107.70177 47.65305,-107.63982 47.98061,-106.46166 47.97985,-106.45285 47.96011,-106.36909 47.86493,-106.27531 47.18060,-106.09019 46.86557,-106.09145 46.84902,-106.09292 46.84746,-106.73050 46.84742,-107.89330"
30035,"48.29992,-113.23748 48.30106,-113.36774 48.60651,-113.75214 48.81759,-113.99458 48.85608,-114.02151 48.85983,-114.02408 48.87527,-114.03226 48.87807,-114.03351 48.92286,-114.05199 48.98517,-114.06696 48.98888,-114.06747 48.99489,-114.06720 48.99426,-112.19189 48.90935,-112.18661 48.47119,-112.18186 48.30073,-112.58707 48.29992,-113.23748"
30037,"46.04048,-109.42245 46.04173,-109.60633 46.13276,-109.65611 46.21811,-109.65550 46.75777,-109.38946 46.75367,-109.01300 46.57381,-108.90739 46.27776,-108.78073 46.13314,-108.78607 46.04048,-109.42245"
30039,"45.93538,-113.49135 45.93811,-113.56256 45.95026,-113.60842 45.96511,-113.65351 45.96706,-113.65800 46.02712,-113.79394 46.03041,-113.79771 46.03464,-113.80209 46.18312,-113.82449 46.49537,-113.86755 46.50269,-113.86721 46.65111,-113.81846 46.65383,-113.81701 46.82817,-113.42306 46.82827,-113.30560 46.82804,-113.29698 46.81499,-113.25591 46.73079,-113.03673 46.45574,-113.03079 46.26489,-113.02776 46.21963,-113.03179 46.02320,-113.29726 46.00394,-113.33044 45.93661,-113.48605 45.93538,-113.49135"
30041,"48.13236,-109.72588 48.21609,-110.75494 48.71999,-110.75394 48.99840,-110.74623 49.00135,-109.49601 48.51934,-109.46581 48.44769,-109.46587 48.13250,-109.53953 48.13236,-109.72588"
30043,"45.73976,-112.17689 45.81355,-112.40233 45.82045,-112.41689 45.83356,-112.43887 46.17491,-112.57705 46.18464,-112.58035 46.22079,-112.59241 46.22491,-112.59213 46.29750,-112.56819 46.32802,-112.53387 46.49775,-112.19539 46.56512,-112.02580 46.56405,-111.79498 46.04871,-111.65778 45.84181,-111.65893 45.83513,-111.66340 45.81318,-111.68642 45.79846,-111.70306 45.79684,-111.71531 45.74025,-112.16509 45.73976,-112.17689"
30045,"46.68056,-110.35426 46.68174,-110.43726 46.68210,-110.44923 46.68773,-110.46636 46.73458,-110.56390 46.77100,-110.62863 46.77617,-110.63580 46.79090,-110.65456 46.79437,-110.65889 47.09521,-110.77363 47.25226,-110.79192 47.30670,-110.79022 47.35857,-110.76614 47.41997,-110.64037 47.41903,-110.21508 47.18843,-109.75692 46.89644,-109.75459 46.78285,-109.75593 46.69724,-109.75905 46.68056,-110.35426"
